salary,rent,food,entertainment,utilities,transportation,insurance,savings,subscriptions,travels,emi,future_expense_target
159344,45394,3090,18694,8500,991,3897,8863,2139,14305,5295,115805.22422541438
119173,8263,21736,17937,9720,17180,8060,19357,3115,9031,9321,129760.12678345476
58294,48459,24951,7367,12551,6830,7266,4081,3666,20708,28271,171115.3902909028
93277,15953,13568,12217,14370,2619,3345,21252,3204,27671,24998,141521.3351061973
24694,20808,10560,11843,12300,4983,8179,39573,3257,18689,12372,148605.60783562914
78150,19896,24250,12078,9470,12322,1244,11896,1911,16586,30576,145986.3867610117
87470,6034,24100,9991,8310,1712,9395,22403,714,5746,24575,116805.70827915605
41556,9800,5461,10355,5414,16464,6014,19478,4648,7757,13355,101233.67257561073
69086,46522,12601,16726,5003,5082,7244,21933,3094,22678,10267,155284.51128480447
169979,29617,1218,19076,7257,11668,1838,18706,4067,3595,6529,105134.25713007554
199559,7822,11100,12922,1328,5064,6563,18312,1001,2771,7721,77031.1708359699
180230,21074,27248,11681,3965,16116,3237,33451,125,26789,29438,175487.49280590366
171365,17942,26339,7164,987,1237,5703,30046,3685,5982,38045,143389.7485644804
196833,31790,27853,2509,1627,7398,1749,20334,2500,12128,18427,132287.81055675467
119468,40665,13372,13219,806,9551,36,49266,3771,29227,19955,186518.91317848192
53387,29762,3500,8450,5368,14210,2555,44084,1173,24878,21546,160340.41502221682
191822,9010,12247,16912,14921,18873,5993,24354,3243,11306,10554,130968.3736690613
88602,30635,12293,12675,4643,3148,9324,9486,102,15008,32399,135622.1994018607
172328,9222,29935,10742,6982,2939,5295,16801,2113,27667,36769,152533.22490029308
156666,3782,19971,1090,1998,2056,7226,43021,3873,15974,17848,121946.37921165526
22460,9827,3896,10085,14759,9918,265,16103,2257,4248,29850,102826.17283455617
92356,35321,11212,4064,13582,6897,800,41681,3794,17359,16542,153117.55842478186
74698,17116,24475,4539,9815,13349,9602,49727,4452,9157,27197,171934.2144485065
121746,47063,16998,9654,5462,12277,9942,45341,2708,22329,23240,204724.44538304658
36191,24807,10748,19429,8327,12262,1613,16957,1363,22377,13627,133593.44505186405
104631,45797,19833,16614,11491,15138,7882,27976,3641,28856,3329,187828.62355369583
30529,27050,18268,4164,6293,14060,278,30293,3353,8814,38767,155989.5570751459
52175,9854,27505,5036,11384,5969,2134,39974,750,7672,23052,137147.82284193544
37675,13808,5349,3581,6505,8781,1619,41811,3634,8222,2273,99251.80373672588
194230,4585,20013,12292,5562,13216,6121,17489,1016,17730,13638,116478.45081857995
66798,26747,16083,5085,9123,17035,5203,41829,391,2287,1600,131277.48124595187
90910,25938,1868,19379,7782,12292,5260,4868,4287,11473,3049,98426.79592484768
150400,8109,22206,13611,6593,4934,4806,8502,376,16113,8749,97492.21589831666
177048,48075,23865,10298,2413,15888,6694,12541,117,18087,33891,176576.39335795006
98678,26677,28256,1029,3043,3998,5630,7600,1159,8724,13799,103696.99314764077
82821,35417,21844,6193,8993,2106,4589,41357,4429,6647,22027,156597.58446570917
32204,29834,13473,1850,9595,16863,9659,35421,1611,28338,14983,164843.37035784224
27394,49457,23239,17260,4952,18706,4212,7267,337,18418,28045,175323.5808015879
84814,3655,19228,1032,2588,4550,4570,48482,1043,23398,16352,128810.91041873074
53593,43709,20411,10412,1901,15033,8320,8519,1292,9088,15433,137472.0162517902
193036,46960,3741,12651,2125,15304,7051,3907,851,2420,27253,123873.27903861273
135064,24865,2252,2451,7279,4123,9010,11329,4706,11381,19389,98856.03112560228
73365,47509,3692,446,8961,9311,2346,47082,4485,1493,15455,146769.97064346392
151515,41185,16320,96,3273,16847,6110,25528,729,26045,13802,152595.46974968305
179252,40237,20106,11647,9224,12791,663,30146,3957,28954,12112,177248.17641453742
199863,24467,9894,1119,11492,13805,7671,9760,2307,19705,33719,135529.8112234067
194737,49000,13629,8857,8407,13820,4952,40600,4590,1022,5270,153418.56207573455
123700,43197,22383,10945,8387,6654,257,10528,1671,14428,9595,133900.3395163906
117077,9597,29706,14257,12936,553,6004,27698,2785,22502,3519,134368.92625856717
154537,10633,20914,16938,8497,9938,3743,26571,493,23629,36859,165387.89678620422
88247,46804,18600,18437,10753,5748,2168,3956,2404,27368,28943,173173.04353978753
176270,38396,10695,19472,13857,10135,9871,2258,2110,4470,31541,149473.8339693365
74740,46627,29185,6805,11382,6929,9301,29224,699,12036,32073,190911.47033301622
173560,30009,18055,11244,2639,9978,9276,21056,4100,17921,3064,131448.4708481288
189587,9884,13767,13433,10557,10284,2646,49896,2930,14033,38332,168980.07127636892
47898,20554,4873,18199,11308,7406,638,19365,3042,3401,9595,100524.46622426603
152991,24016,7412,11299,12965,1116,7921,20742,4690,2100,9239,103426.2194966485
82613,39877,12470,14588,2408,8140,3215,36101,3228,28012,32850,183918.06829965406
116707,29357,18445,10137,3432,10145,3101,37813,2360,8610,22603,147847.67417372984
131777,28083,25770,7884,11411,19563,4143,11324,4681,29884,5422,152367.17359547882
67003,34940,13751,18303,6110,18095,4179,15998,4925,23993,36140,184959.80996237716
68478,22581,21451,11333,7806,12248,3757,22491,4860,2044,9380,121936.1815001854
165506,8087,17705,10279,12331,14621,1673,831,971,11055,12635,94392.49712358457
197318,49688,29366,8106,9886,4685,9444,31336,2465,8673,35271,193478.9681471799
187721,6029,2066,6066,4621,16645,1934,40388,4928,23143,5811,113122.0907682022
79030,31088,1451,5695,11622,13697,9250,13538,243,28094,15687,136075.05536712884
153071,23412,1140,3437,6372,19903,5421,48248,1260,11505,20022,147520.08951092075
165921,18571,4471,3278,2757,15775,7155,18527,876,1816,28795,105138.6829062823
72800,22086,24081,13807,6311,3504,3497,19974,4208,17032,15987,135200.6250590944
25445,47360,21848,8618,11082,1601,5307,36394,2959,2314,18682,163953.50936629472
169112,3168,12848,12534,5127,6278,87,20465,1289,964,26318,91003.3639173445
20246,31941,2791,19346,3335,11628,9534,1528,1901,22993,25567,132354.80675598668
51153,44774,2269,19233,13885,9123,3454,28007,3779,11308,7304,145036.87540765046
25212,33396,12823,14091,9372,5536,9939,34590,4004,14195,6446,147562.510711871
154411,44321,26497,11202,12866,3401,7758,27579,4162,23715,23305,193404.2396586481
76238,49589,6978,13138,12430,15647,8691,39800,4582,18544,14145,186541.0737658389
170466,38365,10213,8696,7228,16268,400,20863,2792,15609,3057,126447.07752534046
73871,34510,29006,13910,1262,3767,6259,6874,381,4826,9724,113192.40590113314
120672,30885,12855,5818,9048,17806,1187,39211,4744,5806,5484,138594.83506649782
54607,11834,22301,3199,9621,13564,6507,28790,1948,7664,38383,146045.35839400082
72055,33529,27697,11570,6462,15763,4953,44433,1648,16554,10816,178423.28401804395
124509,2366,14113,9111,3101,11494,7487,29866,3994,16694,11008,112882.68894500406
155467,44920,13122,16153,13001,9519,6816,1847,4424,4672,18415,135306.5523391043
147378,25718,6775,16475,4507,15808,4548,10437,584,22863,7428,120727.06685242926
166362,13435,25823,622,4988,18816,4297,46009,30,7652,1207,126612.12726369062
107687,29866,4038,16288,11824,15183,5864,9919,3398,2166,7237,109217.24114088036
85078,8473,4544,12653,12336,5174,7819,28881,493,2641,24022,111872.70544326601
154763,37233,4890,1699,5580,5539,3897,45973,1860,7720,10048,127015.05199829892
158542,41861,18658,10757,1091,4025,3651,40171,2697,7051,22418,154871.21145585808
154913,46008,16500,6786,12201,6259,4480,24302,2776,12560,34200,168921.5304996416
122652,2751,1233,7254,5639,17947,5232,5374,2703,12390,11981,75555.13676554119
83197,31191,1182,4748,14436,4515,4118,33865,2608,21666,14665,137453.80084441416
75773,42861,11973,2399,10216,19461,9651,4730,3611,9734,24894,143157.12885451646
168848,26595,5741,2936,6478,18565,1313,24455,897,7749,29713,127157.20609894706
138943,33424,19598,6598,6834,14839,9603,35468,3076,17572,19818,169455.27568684972
47584,49734,1352,4550,829,5154,1395,28001,1564,15740,6687,118349.63138883747
155372,34304,14573,14469,13118,3583,4791,24186,1881,2902,22495,141334.72871218604
23338,39318,4579,7873,12971,7853,7076,30551,1075,19156,19320,154396.12625500298
82601,44809,27884,15405,12833,9804,4360,20900,2687,3540,4149,152509.7769472416
156559,46874,1425,16808,13269,19515,7565,24657,866,3135,2742,140598.2908875218
56282,43062,4164,16616,6709,10369,1832,33371,1960,21651,3207,145475.71703267042
135447,48013,21561,3260,3774,17900,692,5959,4542,2896,37244,147493.19936100295
115798,22179,1237,7130,10883,12643,7154,30136,4647,21113,28715,150559.55773989606
150963,30768,17525,17791,12097,3494,8178,23954,1754,15180,24317,161388.94333996988
128611,37566,8497,15475,1409,14814,7553,25248,3987,4322,32213,158334.02127381344
179876,34314,16273,3392,11620,5961,17,5665,3607,11594,31589,126149.73494164634
160987,38769,29239,528,2833,11266,6390,22453,3322,26098,25731,168638.34825841317
31158,3787,15958,16701,6852,14608,2550,35934,754,28298,18095,145268.72937848212
30547,8614,4242,17659,11509,2713,6036,29320,763,10546,20515,114963.45266771727
108713,26311,6191,6866,10994,8356,8040,3357,3838,17747,23637,117158.2998499005
22459,6670,18927,17708,4905,14858,5792,26808,4896,18323,9652,130499.03201140255
179840,37607,12830,16286,1438,4578,5066,7737,2416,720,39678,132569.45531369935
83146,30860,10810,15491,8388,1362,6352,22453,2956,18761,38217,160554.55594030354
123577,35160,8407,16440,7243,7439,8120,31024,473,23734,9739,152737.93808416056
127761,15206,8654,19797,4168,849,3297,14136,3906,7771,38012,119513.45035014929
123727,49725,13837,32,5416,6164,6658,25525,3554,16801,29259,161181.67927354007
70460,16383,3518,7990,10680,10360,7714,4357,4863,12809,19517,99441.0705464711
102970,14240,24382,12206,2645,19418,9777,43015,441,16477,33407,179359.65980542553
189319,44534,23026,6314,10177,277,6473,20515,4908,2029,26097,149790.4388747883
35419,34609,12632,5127,5027,10218,5984,29707,4845,4132,28127,142267.52000963502
55577,12882,5257,14535,6178,12081,4820,33701,4229,21596,21740,141766.98573670574
22921,27204,18629,9935,1550,12202,739,12498,391,26420,25038,139540.70505636264
155748,38837,12562,12491,14208,13669,8760,5097,4741,19944,19881,155412.3433320777
164535,15053,5879,2707,14439,625,2791,17671,1923,24350,12632,102462.34983580573
176546,34903,3563,7203,14430,7917,7764,284,2169,4894,9107,95940.19517293604
60935,40280,26937,9309,7974,8320,9730,20709,1490,19200,7982,157265.24222635233
145534,41758,8988,7027,2087,15898,4400,8325,2912,27833,13719,137883.972351987
92828,49423,19855,14018,9368,1815,3618,20536,1044,6185,16607,149113.5544182766
143649,34323,1108,16094,10715,4210,1814,41809,2703,17394,30912,165075.09074675347
109062,5961,10381,15966,3866,3838,556,19055,4513,24747,38385,128803.15748418472
75152,22101,14596,12326,5273,5984,2539,21560,3046,15367,34868,141307.92393072497
116491,8674,2061,16486,10179,1889,3187,34444,751,13849,18195,113597.7443468793
106569,25268,1434,2665,13034,15738,5040,45034,2744,21952,19950,154788.8057715449
92467,24938,12319,18343,12588,8361,8554,38072,3262,15413,386,144469.40595722653
176844,5786,14914,1326,1879,15480,5471,46864,2358,28756,28842,157549.9349689088
167435,42968,2296,12549,7813,988,2130,13302,445,22930,19787,130754.77755584508
179562,5535,24690,14072,10904,9210,7956,25739,4117,12973,5469,124896.23932177058
142537,20034,14920,446,2701,13375,9113,10747,3643,17139,18834,116130.3891106215
73806,10951,7974,19076,9689,13030,4764,20919,3719,24876,13805,132012.41153007926
151332,11612,28761,3460,14021,5130,1711,20508,538,28381,19414,138094.97298103492
95992,29216,22383,8337,10146,19200,6353,4870,2183,1533,11759,121071.0710702729
42320,2968,2227,16961,12892,2446,823,29764,563,21265,24037,117940.68198554263
98971,48623,29532,7534,12904,4003,151,43612,49,27215,28993,207156.38848138953
193217,25321,4330,4081,11788,14878,6463,48993,4686,5456,33102,160932.71050220507
68581,24677,8467,9367,11595,6520,7893,31208,2568,16758,6959,129947.81463825353
113645,33131,17842,12478,10505,17599,4350,2040,2481,12444,13359,129624.67363345013
40754,28550,25137,13250,10236,4631,9384,34137,2861,2821,11983,145578.4610369059
89837,2591,18238,5447,11987,9964,8902,116,4748,21394,38066,126879.62099786245
158279,9651,12937,13130,8810,4173,4536,16971,3693,16580,33627,129907.12001221412
178992,19880,9125,10389,1766,11030,6084,9313,3960,5151,33650,111562.33752670202
143746,19179,11081,14708,5977,12128,6502,32244,1654,24672,15278,145246.41821048033
134780,43500,21112,18167,9556,2901,4376,21801,2424,12692,37794,182540.27344681695
107081,48441,5358,7613,13776,1715,9938,41392,1303,4576,26677,165950.70483557042
44016,30480,4097,13311,13364,3284,2125,25522,3685,22749,26323,149399.5643961195
80522,23150,2321,18691,1305,16213,2396,12524,2896,4267,6493,93655.30582959107
140896,49709,18114,13942,5383,11322,1751,41681,327,18356,31871,197582.9061884057
132099,36840,6369,10359,14751,7122,5651,13442,1919,19844,34959,154575.49311755583
171174,33806,9543,9602,7629,18039,7833,30763,2548,29326,15405,172440.6314377859
124429,28355,12042,19298,1981,3677,5734,29615,3660,16294,36432,160476.14506026002
21924,42628,4028,18089,3284,1176,3448,23532,1367,28156,30199,160846.9315675778
105015,25441,28537,16809,8121,17743,6497,21321,946,20950,5618,157550.3031907135
124987,46452,9447,10702,4383,10897,3548,38790,4811,14615,20198,169503.76010879967
74333,45324,3877,12049,7342,19090,4498,26341,1879,553,19056,144796.86626398517
197171,42014,2957,594,6086,384,3115,19766,562,23730,23862,126620.44354658634
146372,40748,22430,14516,9681,1436,2821,48733,1438,15436,25630,191744.86790699963
151378,13140,11962,12838,8285,10006,7717,223,899,28179,25615,120447.89097145901
108495,2939,12158,16236,9210,2207,9792,38831,4229,1926,14285,113249.1102153336
89767,45620,2686,19729,10580,3971,3302,9482,1707,13966,10994,127109.91518065667
124332,35801,28681,13186,2505,12774,9983,45348,4029,22717,138,177519.5338640833
163279,12008,8168,17920,14804,19655,8279,14157,3663,25617,28834,157501.58162672404
59426,37510,15191,11850,11639,14438,8321,37908,876,17285,2428,163045.4170792054
26336,16821,8047,11005,6870,7190,9572,30365,4589,25949,1169,124204.48394973445
132200,38709,11119,5627,12035,4045,9924,9883,2838,29377,11355,139666.37426419224
37256,27491,29760,14397,14009,206,6202,11600,3752,9178,39769,163209.6131661743
53719,31865,26575,16858,2371,15641,2721,36033,527,24947,15546,180667.710358472
62017,6158,13934,3222,10310,15857,2373,5270,2709,17067,38770,117359.93815739811
65704,13208,26202,13663,764,3571,8441,47965,4075,8558,26221,158799.1882571177
50013,37320,25354,14390,12993,4853,7928,12258,1910,5766,39783,170093.27829381282
99991,40146,28070,18752,1668,2044,9161,9203,811,13102,26194,150947.76565951886
90258,48506,20600,14097,14606,10394,4663,6083,10,19960,32518,173744.1253019397
98348,34202,4055,15591,7467,10795,6557,12374,482,11212,13283,120305.05266010374
187848,6336,20285,13820,8106,15959,9789,25598,4885,18395,7799,137247.83997557862
30060,46187,22594,15954,7153,17763,4101,18508,3894,20759,28723,191508.60246441336
157727,7630,9484,9434,10133,16705,8892,41915,352,11793,6723,126579.89372019166
69923,6618,6194,5661,7287,5685,55,8479,768,24464,12967,79517.21111703716
98563,37570,19946,3692,3801,13622,8571,25053,1592,17487,31281,168698.39331873207
155102,24943,23221,17487,1784,1994,5549,45751,469,4193,19578,149782.09655061582
109779,4869,24925,13804,9717,11424,8673,47288,4907,27760,4027,160395.14355936274
184361,42061,9977,9393,6644,2310,6603,15947,1915,27532,30429,157150.02906654813
170811,34749,24356,4383,582,15925,5170,35165,3749,24425,23223,179085.04282939588
119704,22178,23456,19974,11222,5476,3408,2369,2664,29964,14869,142001.40483960157
149157,5791,26352,13663,7051,10903,483,43100,4764,12984,26074,157350.80220602994
130234,38226,19296,7721,7938,2112,6963,9182,2008,25453,35353,158193.62316657836
81687,24412,4847,3979,10348,7711,8169,7023,1409,16533,5513,91786.03602325998
56491,21511,4523,3570,12651,9783,5931,35641,2734,9701,15575,126074.71925662433
92115,29442,2841,8349,4649,9598,2603,8383,1049,21081,11348,101971.1313311365
137935,43724,29539,15729,8416,2235,763,285,4093,23391,31222,165052.28843321837
103778,8820,1512,6027,6605,3979,7723,17278,195,29736,29176,113059.15080597656
155853,47812,24288,15146,9611,16814,690,19828,3645,24668,12103,181745.96389677044
40448,47679,28865,17172,3981,6390,9113,46942,2589,1071,6849,177652.66338302786
71550,5677,19402,11721,8429,19927,2051,42694,1960,3290,18494,138753.4792640341
69294,15837,11038,17867,7721,3376,7277,43250,4783,18448,4469,140748.2562098749
41446,4423,17748,7613,12523,7458,6340,27649,3093,886,21327,113412.98163472205
96579,49477,27022,12315,5107,11333,3301,3975,2752,9983,26020,153343.07601679038
134679,30402,16240,13431,11273,16741,5747,31451,1779,15294,7984,152495.96911499865
105615,40259,28079,12402,7445,8016,2166,31687,2587,359,34179,174876.43838326682
37101,26483,24572,19704,6713,18789,5147,1182,813,1077,38009,147312.9907283843
48016,8725,1810,19822,733,19855,5115,38356,448,17398,39977,157899.48555064597
170004,23791,26146,2530,3381,3739,860,22499,1395,8721,24859,120804.14210536648
195725,29816,10439,9290,5934,16588,1048,30199,4256,25841,37062,178191.08644577875
110481,40303,28023,8709,1515,2617,5587,6551,2209,7162,36641,141647.389531781
72802,17243,19847,7969,5846,8563,7952,17401,257,13498,19209,123311.61788728136
27549,7866,12871,16623,6480,10610,697,29127,3403,1470,3683,94003.25595252101
176434,34614,15513,8857,10731,19543,8104,1306,3673,14185,35955,155906.1216678108
67842,7429,27870,2898,8369,18995,4615,16360,1019,9897,24774,128197.94041485702
66539,21128,1162,548,9193,6855,8532,7730,2065,3417,13971,75949.9189171726
53717,23127,18780,8788,12599,4534,4850,25509,94,15923,22346,139615.46283358426
174088,39545,1457,4858,13643,6205,1205,33057,1005,15631,17608,136780.85907805146
135042,36530,5447,6424,13300,1261,7156,32698,191,721,29807,137355.54871064684
147922,44309,14462,11061,12059,19110,63,40393,3581,13833,14852,181797.098688993
112447,11155,18491,19831,12356,13082,8037,25134,4398,9530,24734,149190.6057497472
103402,18811,12934,14323,12644,653,7646,1772,2923,12305,39485,127094.29153588129
62607,48562,18350,6858,7735,8769,6905,16930,3399,15140,33605,169599.40506707373
178693,48297,29022,1412,10839,16455,8734,45459,3852,12187,1457,182544.22868031528
32823,34798,11543,1509,7306,19781,6761,4136,5,27501,9007,123776.7865355051
49986,27940,15106,6960,9195,12198,4574,24232,4844,16343,15163,141827.54898716463
141682,43431,6889,3612,3860,17500,9814,7779,3347,14162,29363,141268.67057789568
84325,38681,3523,16428,12186,19005,1539,29751,3606,24307,605,156270.19060094602
147925,18774,26715,9861,13492,14358,6241,42970,3081,8020,4839,150007.3112972239
77771,42321,1993,7934,14264,17412,7814,10311,2860,23136,21315,154865.98798929312
74973,6347,23549,13508,10878,7092,4104,2033,874,1541,12219,84170.32944088415
165762,15355,25521,8474,10801,17220,8523,1634,3637,4098,37793,136468.65743155847
59107,27677,1150,15184,9795,3208,462,49354,2039,11078,13776,136479.3783169705
77888,28950,28185,4076,10304,12845,2650,37582,1498,26006,17396,175637.46205557097
30956,30816,9146,1151,1927,18630,3981,23544,2148,58,6295,99292.81690409647
106839,39518,26447,9369,4625,18290,2978,3622,2352,2575,16583,128374.03611478432
187605,2469,26707,5673,11316,8996,7347,21008,4813,25052,28015,145118.2831762396
121131,42095,16801,7657,14046,11462,3581,23706,3171,5250,2439,133619.85139372607
87594,39849,11349,1571,8625,18178,6273,16335,635,853,30708,140917.0492192019
31519,46697,21861,16983,10038,13783,7462,46180,398,12421,16673,197670.53561285546
182187,23439,27355,2006,13249,11324,9151,7221,1975,29742,13259,144575.85868746656
21832,44295,18781,11367,10763,8366,7068,4439,538,21265,3021,131854.90131738782
192440,12325,26865,4987,4810,17318,3186,46403,3537,2080,5223,128170.90168972076
133922,17990,11646,18974,8262,8807,6927,40539,4837,21258,22360,168814.84499722655
125474,49508,24358,1145,3362,19273,1147,41783,4022,5129,6102,163106.35632597972
89715,40052,11678,15642,5594,15983,226,15401,2448,23864,3578,136325.83774066553
91835,13178,18371,16157,3563,3207,7464,21407,1210,28733,2089,119724.6083302422
93366,45655,24737,9302,3165,11617,4925,25296,981,14128,8109,151911.32419536676
57570,36173,1635,6678,10537,17821,2420,34931,2497,13401,27151,157008.32145864298
157687,19729,21813,16015,5492,9581,6414,10581,3483,12662,29023,140297.77952069527
58311,5270,5076,4137,14420,7870,3024,22100,120,22733,11531,100724.4938994261
110245,42131,24052,3432,5095,13650,5531,18266,4040,15407,38051,173911.72796333392
123187,21514,4289,1498,7416,4438,1609,44877,68,15643,10333,116332.53363892302
43434,15833,9024,13898,2651,1657,9699,25586,1296,2028,12295,97225.20400618897
106879,6589,15860,18329,7103,3178,2244,30666,4453,6883,27339,124494.38353952114
35739,39877,21380,11651,12687,19641,1558,7830,3235,16061,3677,141644.18296578465
86202,48382,17769,12340,11853,13691,7029,1513,1201,23537,31074,174873.15965280493
118580,13926,24778,19547,11576,16811,7730,35036,1653,13176,32362,180603.58380947745
99599,35281,20815,16991,4555,2891,5803,4971,2841,23161,31253,150838.31298836446
184721,48144,6995,3262,1687,483,4883,1687,1417,9047,25376,106913.37134761065
198517,32410,26011,15556,5496,11157,9726,16478,3326,6742,22658,152624.7430099935
136770,31675,3997,10779,14196,14670,4931,8377,3001,2502,10928,108263.79674221549
59470,6644,10192,13560,12286,19692,6582,27186,2132,3972,27172,132678.1272942619
94965,11531,26947,5120,10005,14351,4843,18226,10,353,4536,98391.59708132016
145332,9956,26736,14643,3384,16772,8433,26412,4812,17987,20335,153980.14121121445
199693,26925,29645,6919,11676,16100,8070,45481,2648,9941,17267,182427.50748318154
149681,21864,28035,5754,12411,10542,1139,26086,255,29903,24656,164537.22837939742
183998,22526,15783,8736,4228,3513,5054,30927,1648,12474,3898,112062.20670380455
134300,3872,20619,13585,2102,17768,8355,16898,2444,28972,17672,134280.7696256325
57997,5623,8426,5971,5610,761,4406,46934,467,5179,3499,88525.16752798395
191796,8578,28588,1517,3901,17473,6850,10933,4918,9801,14433,111074.37701110794
117805,48422,17675,12758,8687,19722,4892,28721,789,13254,15095,173762.85829808048
182776,35746,10284,11846,5984,19451,4957,12712,3723,26049,30515,163675.14465747244
142202,26838,5121,7827,6546,14618,7700,42106,2642,20652,16697,152832.75094489226
179463,17237,21237,14468,9060,13686,4999,48464,114,7045,5139,146287.77876432613
22526,6801,27200,17260,4003,13621,2295,30615,4209,16729,37330,167755.09558070885
175758,29394,25302,7098,13845,14530,6691,33885,3543,18835,37692,198548.6360374796
93339,30072,23082,1873,9255,7280,8228,18401,2317,4717,15132,123652.30026970657
26574,39115,15994,10608,797,14384,679,44967,453,13381,5833,148569.3524854047
28733,18010,9319,8083,13451,18788,4039,3492,4705,753,11201,94720.85940175633
70290,41061,4309,14474,13694,1814,4897,11288,3054,1881,919,101727.84772473635
92793,23937,17284,11183,7767,13626,4960,34387,3675,19278,8628,147526.8116280682
56051,36042,23179,14199,3855,13658,3337,46598,4291,29465,26860,208356.35031939406
35909,33023,6611,7941,6799,16128,443,17223,3201,13241,18893,125857.324218528
97338,43012,17584,18130,9663,10663,5954,10788,122,1658,19949,141811.76777500872
93432,13433,16221,17865,3150,18777,4548,43874,3619,19674,34744,177775.85527381458
48133,42943,16287,1350,954,7605,1421,40786,3991,5262,13189,138545.03309119484
99062,36824,9437,1509,8559,4695,5986,5070,2012,22512,1320,99021.40016864502
162350,25379,29157,18325,11958,19934,6248,28722,1521,15443,6366,168662.82925721473
131546,21953,1476,16757,9407,8972,7110,20174,1001,18710,3894,110980.09902284997
71458,19214,16369,15521,5652,4970,7959,43179,1912,24273,38997,186075.25087599023
75415,25897,6826,3647,574,14308,8513,17083,3561,27454,32740,146936.47592950764
74160,31427,28199,5740,9622,15459,5914,48325,2893,18304,23777,197564.3521956119
74399,17126,20281,31,7655,18888,2090,3433,3035,17573,12065,105874.21553330838
45298,4637,4136,12602,2528,1217,9104,25083,1723,8770,28834,100350.66649587768
173263,49869,26579,15085,2750,6776,6016,43564,1513,16891,13056,190682.3065239365
184164,13732,19975,17065,9656,12909,7747,40670,131,21787,24324,173699.78007583137
109407,19238,23925,4828,14078,17012,5809,35515,4259,24130,10032,162111.44803708253
82513,27675,13259,9257,4430,3223,4973,45774,3844,17950,11361,147444.9234117809
71097,44499,14827,10014,4702,17497,9788,47390,3047,11578,20984,189012.83675840808
181351,39840,9822,1380,3852,14103,1402,17270,455,22077,23988,137113.97309435453
165476,39723,18385,13206,14946,14572,6522,31219,2374,2234,35741,184939.95296295887
55198,2820,24158,19965,3241,5581,7444,16263,2123,3444,18027,105321.9804661972
69997,24837,27231,7714,7815,11399,8396,23885,1205,21234,24648,163575.69782734345
151639,17667,6443,8869,2862,12260,4258,40685,1539,27444,37531,161618.22767726638
22179,22262,18463,4157,3055,11594,2775,2787,2366,28784,27504,125836.40423959076
22019,26187,22750,13859,12709,18895,2122,17020,1513,16881,21873,155842.94318992342
101455,17726,11496,18855,6497,17552,6123,24495,182,25217,5895,139759.9263583483
169776,33102,21194,459,6414,16601,9705,28693,539,16459,10594,147332.5009630149
169102,32797,11446,16631,12975,7359,6568,39116,1245,2754,7699,140186.57743041552
146883,3395,4170,14156,771,4865,8445,43941,952,23693,31769,140116.40000822255
89445,26053,3026,15676,13631,5875,4385,37780,3870,2590,28864,147267.75384829513
93551,17264,19446,4730,7493,5619,3510,26284,1679,25418,10151,123514.26918613599
23420,47589,3518,823,4856,12266,9495,41088,3678,24586,20338,171741.90520160654
79875,47475,3656,14199,5616,9840,3822,40626,3096,21014,1220,155752.15910318188
198725,30253,15206,6536,12382,13295,4969,18369,42,15815,21419,141051.7641794839
36740,39384,21790,367,2456,11542,7464,9096,67,22484,23801,143669.6399450782
85263,43800,4111,8751,9602,4360,5535,10005,956,3169,29767,126023.26117986615
125789,35781,8352,10209,3701,13112,5549,27579,4593,14114,6192,132790.86816720062
39465,38159,2511,12674,12708,4979,916,21109,2742,7310,21280,128917.0480724602
24131,42075,25431,6510,10858,912,8477,20420,2208,13387,23104,160056.1940448218
30652,20651,27118,7396,2551,11366,8226,45631,2140,657,29288,162640.09246448253
198219,27956,15591,16728,1892,2700,4974,37790,825,7163,36745,159269.75632823494
67671,10696,16428,615,2448,8383,8291,31236,123,12295,11700,103622.11794534905
109342,43925,25570,14328,9167,2297,4573,5974,126,8159,21780,139861.2482005897
39171,34417,14822,12584,5258,14883,5856,11516,2955,26391,37201,171433.18383792462
78541,43207,10097,17262,4504,13491,7210,32977,2314,18603,2167,158291.88582384554
29470,36822,6426,8622,11011,2600,1574,5078,784,4197,21172,100120.35118624495
64308,40832,5683,10170,8255,16190,3968,1584,865,6401,10145,108640.64041309309
172398,33850,23880,8784,5153,9512,173,26274,924,19915,3320,137691.1720738817
155669,40197,8457,15488,6371,8127,7187,23755,3845,9283,31366,156883.65128010858
122840,39975,3529,1324,14148,8755,9828,46713,3312,16207,6192,152524.4278145394
181860,37805,29727,11514,2356,6594,3747,3828,3413,2433,2640,107772.54970373618
69477,6009,10333,15471,2636,14845,8614,19394,3266,17060,7087,109873.58571058494
128261,33321,13470,6332,14231,12678,6945,36222,2239,20897,19418,173740.54369776987
122466,10928,14848,4285,5947,17970,6405,1677,3470,10024,27572,107330.48354478521
53071,43305,9338,18550,7470,16656,4135,8033,783,18169,14943,144698.48364426297
90560,12194,25451,11708,10717,809,8777,4217,3901,19277,29924,132411.1334347311
182842,35523,2879,5163,5787,15294,9894,41979,691,8020,11827,139764.9465923207
96762,29045,15623,1756,11815,2401,2736,8992,3468,417,32780,111150.12663416596
186471,8511,3463,16121,2649,14247,973,29960,461,14825,31237,126178.06622093075
195487,23515,27606,10427,8523,13005,1091,47679,1216,17818,20963,178989.74085177862
163641,9866,24247,17349,11463,5686,8960,19073,830,3566,21832,127122.21328275834
22369,5818,15613,3118,1146,2013,3685,37066,1821,11914,28284,115888.18534640697
